Order_ID,Date,User_Name,Pages,Print_Type,Copies,Total_Pages_Printed,Rate_per_Page,Shop_Earning,App_Earning,Total_Amount,Payment_Method,Order_Status
TOK02213,2024-09-22,User_382,42,Black & White,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK02214,2024-08-12,User_821,13,Black & White,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK02215,2023-09-07,User_695,14,Black & White,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK02216,2024-12-10,User_671,14,Black & White,3,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK02217,2023-12-15,User_802,28,Color,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK02218,2024-05-14,User_5,19,Black & White,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK02219,2023-09-21,User_1015,31,Black & White,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK02220,2023-09-25,User_290,47,Color,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK02221,2024-07-07,User_534,36,Color,3,108,1.5,135.0,27.0,162.0,UPI,Completed
TOK02222,2023-09-10,User_966,14,Color,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK02223,2023-05-04,User_395,27,Black & White,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK02224,2025-01-18,User_627,11,Color,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK02225,2025-11-12,User_71,2,Black & White,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK02226,2025-08-14,User_284,25,Color,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK02227,2024-07-29,User_812,15,Black & White,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK02228,2025-02-12,User_1032,30,Color,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK02229,2023-11-03,User_565,6,Color,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK02230,2024-04-02,User_1113,49,Black & White,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK02231,2024-11-18,User_60,17,Color,1,17,1.5,21.25,4.25,25.5,UPI,Completed
TOK02232,2025-12-13,User_664,32,Black & White,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK02233,2023-05-28,User_1135,21,Black & White,1,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK02234,2024-11-13,User_1180,36,Color,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK02235,2024-07-23,User_490,34,Black & White,2,68,1.5,85.0,17.0,102.0,UPI,Completed
TOK02236,2024-08-17,User_51,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK02237,2025-04-19,User_280,4,Color,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK02238,2025-05-23,User_619,3,Color,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02239,2023-07-04,User_466,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK02240,2025-08-28,User_1110,36,Color,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK02241,2025-05-09,User_204,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02242,2025-08-16,User_587,34,Color,2,68,1.5,85.0,17.0,102.0,UPI,Completed
TOK02243,2025-06-10,User_1122,4,Color,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK02244,2023-08-12,User_897,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK02245,2025-10-20,User_85,44,Color,2,88,1.5,110.0,22.0,132.0,UPI,Completed
TOK02246,2023-12-23,User_659,26,Black & White,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK02247,2024-10-16,User_751,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK02248,2025-05-26,User_199,13,Black & White,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK02249,2023-12-11,User_1071,18,Black & White,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK02250,2024-07-29,User_990,17,Black & White,1,17,1.5,21.25,4.25,25.5,UPI,Completed
TOK02251,2024-02-22,User_839,8,Color,1,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK02252,2023-01-16,User_671,25,Black & White,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK02253,2023-11-28,User_1130,29,Black & White,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK02254,2024-01-17,User_89,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK02255,2024-05-08,User_942,16,Black & White,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK02256,2023-09-16,User_509,27,Color,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK02257,2024-11-23,User_698,1,Color,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK02258,2024-05-13,User_480,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02259,2025-01-22,User_1086,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK02260,2025-11-14,User_166,25,Black & White,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK02261,2024-05-08,User_636,42,Black & White,3,126,1.5,157.5,31.5,189.0,UPI,Completed
TOK02262,2023-11-02,User_789,36,Color,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK02263,2023-04-18,User_679,17,Color,1,17,1.5,21.25,4.25,25.5,UPI,Completed
TOK02264,2023-08-16,User_1077,3,Black & White,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK02265,2023-01-21,User_701,6,Color,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK02266,2024-01-26,User_361,26,Color,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK02267,2024-07-14,User_615,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK02268,2025-06-07,User_623,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02269,2025-09-20,User_38,23,Color,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK02270,2025-03-07,User_684,29,Black & White,1,29,1.5,36.25,7.25,43.5,UPI,Completed
TOK02271,2023-03-08,User_733,50,Color,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK02272,2023-05-18,User_292,11,Black & White,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK02273,2023-10-27,User_1075,4,Black & White,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK02274,2024-05-29,User_745,17,Black & White,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK02275,2024-09-04,User_1165,15,Black & White,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK02276,2025-09-23,User_73,10,Black & White,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK02277,2025-08-05,User_205,20,Color,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK02278,2023-02-16,User_455,47,Black & White,3,141,1.5,176.25,35.25,211.5,UPI,Completed
TOK02279,2025-09-07,User_632,42,Color,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK02280,2024-04-18,User_65,20,Color,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK02281,2024-07-30,User_451,4,Black & White,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK02282,2024-11-29,User_484,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK02283,2024-08-03,User_694,33,Color,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK02284,2024-02-26,User_656,7,Color,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK02285,2025-07-27,User_238,37,Color,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK02286,2025-09-08,User_965,20,Color,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK02287,2024-11-27,User_1052,31,Black & White,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK02288,2023-06-03,User_720,48,Black & White,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK02289,2025-09-30,User_769,49,Black & White,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK02290,2024-09-25,User_79,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK02291,2024-11-26,User_944,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02292,2023-01-09,User_1080,6,Color,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02293,2023-05-25,User_438,18,Color,1,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK02294,2024-02-09,User_168,31,Black & White,1,31,1.5,38.75,7.75,46.5,UPI,Completed
TOK02295,2024-05-05,User_584,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK02296,2024-08-01,User_292,44,Black & White,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK02297,2025-04-12,User_336,30,Color,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK02298,2024-11-10,User_318,48,Color,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK02299,2024-03-08,User_322,22,Black & White,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK02300,2023-03-13,User_605,41,Black & White,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK02301,2025-08-25,User_602,4,Black & White,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK02302,2024-09-04,User_371,16,Color,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02303,2025-06-13,User_440,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK02304,2024-12-30,User_149,46,Black & White,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK02305,2023-12-08,User_1131,14,Black & White,3,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK02306,2024-12-15,User_1093,14,Black & White,1,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK02307,2023-12-19,User_843,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02308,2024-05-21,User_788,39,Black & White,3,117,1.5,146.25,29.25,175.5,UPI,Completed
TOK02309,2025-02-15,User_407,12,Color,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02310,2023-08-22,User_596,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK02311,2024-03-14,User_570,43,Color,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK02312,2024-04-05,User_651,5,Black & White,3,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK02313,2025-04-26,User_650,25,Color,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK02314,2025-02-26,User_475,40,Black & White,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK02315,2025-01-20,User_721,38,Color,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK02316,2025-08-14,User_281,37,Black & White,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK02317,2025-04-30,User_581,2,Color,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK02318,2023-12-09,User_143,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK02319,2023-08-18,User_262,29,Black & White,1,29,1.5,36.25,7.25,43.5,UPI,Completed
TOK02320,2025-09-11,User_843,37,Black & White,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK02321,2024-11-24,User_28,2,Black & White,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK02322,2024-11-27,User_1082,30,Color,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK02323,2024-09-09,User_408,9,Black & White,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK02324,2024-11-14,User_489,17,Color,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK02325,2025-01-22,User_919,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK02326,2023-10-07,User_378,36,Color,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK02327,2025-02-23,User_51,35,Color,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK02328,2025-10-15,User_136,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK02329,2025-07-21,User_827,49,Black & White,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK02330,2024-07-10,User_840,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK02331,2023-10-03,User_933,29,Black & White,1,29,1.5,36.25,7.25,43.5,UPI,Completed
TOK02332,2023-03-26,User_839,13,Color,2,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK02333,2023-01-11,User_602,19,Black & White,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK02334,2024-07-04,User_266,46,Color,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK02335,2025-05-28,User_658,4,Color,1,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK02336,2025-10-15,User_1,6,Color,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK02337,2024-02-11,User_654,2,Black & White,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02338,2024-06-19,User_39,30,Color,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK02339,2025-04-06,User_355,31,Color,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK02340,2024-09-21,User_702,35,Black & White,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK02341,2025-05-24,User_1120,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK02342,2024-01-16,User_565,22,Black & White,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK02343,2025-09-17,User_842,6,Color,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02344,2023-09-23,User_8,30,Color,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK02345,2024-12-08,User_61,24,Color,1,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02346,2024-01-22,User_413,2,Color,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02347,2025-10-10,User_209,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK02348,2023-01-22,User_679,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK02349,2025-09-09,User_334,18,Black & White,1,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK02350,2024-09-16,User_1127,41,Black & White,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK02351,2025-08-23,User_628,49,Color,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK02352,2024-12-28,User_872,27,Color,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK02353,2024-06-27,User_1059,9,Color,3,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK02354,2024-08-28,User_789,24,Color,1,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02355,2025-06-08,User_714,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK02356,2023-01-03,User_656,11,Black & White,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK02357,2024-10-09,User_561,23,Color,2,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK02358,2023-12-02,User_932,48,Black & White,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02359,2025-07-03,User_897,49,Black & White,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK02360,2024-03-24,User_1188,15,Black & White,2,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK02361,2023-05-18,User_413,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK02362,2024-04-25,User_578,6,Black & White,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK02363,2025-03-23,User_455,34,Color,2,68,1.5,85.0,17.0,102.0,UPI,Completed
TOK02364,2025-06-01,User_528,16,Color,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02365,2024-12-28,User_1112,48,Color,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK02366,2024-11-19,User_445,42,Black & White,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK02367,2025-10-15,User_1106,44,Black & White,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK02368,2023-11-11,User_233,39,Black & White,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK02369,2025-08-02,User_575,19,Black & White,3,57,1.5,71.25,14.25,85.5,UPI,Completed
TOK02370,2025-04-03,User_631,16,Color,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02371,2024-10-20,User_755,4,Black & White,2,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK02372,2024-12-12,User_556,1,Color,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK02373,2025-08-28,User_1112,12,Color,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02374,2023-04-15,User_630,1,Color,3,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK02375,2024-09-26,User_703,2,Black & White,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK02376,2025-02-27,User_209,5,Black & White,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK02377,2024-01-14,User_102,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK02378,2023-11-23,User_980,40,Black & White,1,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK02379,2023-07-07,User_599,40,Color,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK02380,2025-12-29,User_662,45,Color,1,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK02381,2023-04-26,User_570,13,Color,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK02382,2025-10-08,User_744,25,Color,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK02383,2025-08-23,User_726,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02384,2024-09-09,User_1040,43,Color,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK02385,2025-03-01,User_67,21,Black & White,3,63,1.5,78.75,15.75,94.5,UPI,Completed
TOK02386,2025-07-28,User_679,27,Black & White,3,81,1.5,101.25,20.25,121.5,UPI,Completed
TOK02387,2025-05-03,User_275,34,Color,2,68,1.5,85.0,17.0,102.0,UPI,Completed
TOK02388,2023-02-09,User_773,41,Black & White,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK02389,2024-08-04,User_884,48,Black & White,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK02390,2023-08-02,User_932,13,Black & White,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK02391,2023-10-03,User_1045,40,Color,1,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK02392,2023-03-20,User_1069,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK02393,2025-07-23,User_769,12,Black & White,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK02394,2023-09-05,User_604,29,Black & White,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK02395,2024-12-25,User_140,5,Color,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK02396,2023-08-09,User_1134,31,Color,1,31,1.5,38.75,7.75,46.5,UPI,Completed
TOK02397,2024-07-07,User_1123,26,Black & White,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK02398,2024-07-12,User_76,21,Color,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK02399,2023-02-09,User_533,5,Color,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK02400,2025-02-19,User_250,33,Color,2,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK02401,2023-09-25,User_833,10,Color,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK02402,2025-01-18,User_399,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK02403,2024-12-06,User_637,3,Color,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK02404,2024-09-14,User_295,39,Black & White,3,117,1.5,146.25,29.25,175.5,UPI,Completed
TOK02405,2024-08-28,User_561,27,Black & White,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK02406,2024-08-10,User_1145,42,Color,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK02407,2025-05-27,User_843,19,Black & White,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK02408,2023-03-29,User_627,6,Black & White,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK02409,2025-04-11,User_532,31,Color,1,31,1.5,38.75,7.75,46.5,UPI,Completed
TOK02410,2023-08-25,User_326,32,Black & White,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK02411,2023-10-31,User_986,2,Black & White,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK02412,2023-02-23,User_862,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK02413,2024-08-01,User_878,3,Black & White,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02414,2023-12-04,User_147,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK02415,2024-11-06,User_709,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK02416,2025-01-05,User_461,17,Black & White,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK02417,2024-06-04,User_248,43,Color,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK02418,2025-06-26,User_317,46,Black & White,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK02419,2023-10-22,User_416,12,Black & White,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02420,2024-03-17,User_144,48,Black & White,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK02421,2023-05-06,User_164,28,Black & White,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK02422,2023-01-28,User_94,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK02423,2024-07-12,User_390,18,Color,3,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK02424,2023-09-20,User_1181,11,Color,3,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK02425,2023-08-05,User_813,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK02426,2025-12-05,User_387,18,Black & White,3,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK02427,2024-07-29,User_108,16,Black & White,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK02428,2025-11-04,User_516,48,Black & White,2,96,1.5,120.0,24.0,144.0,UPI,Completed
TOK02429,2025-08-03,User_286,41,Black & White,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK02430,2023-07-27,User_907,31,Black & White,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK02431,2025-07-29,User_1069,16,Color,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02432,2025-08-30,User_256,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK02433,2024-06-29,User_206,22,Black & White,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK02434,2025-07-15,User_381,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK02435,2023-10-11,User_708,28,Color,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK02436,2025-08-10,User_1063,5,Black & White,1,5,1.5,6.25,1.25,7.5,UPI,Completed
TOK02437,2024-02-28,User_270,36,Color,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK02438,2025-05-18,User_1161,49,Color,2,98,1.5,122.5,24.5,147.0,UPI,Completed
TOK02439,2024-01-25,User_818,28,Color,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK02440,2025-08-27,User_489,50,Black & White,1,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK02441,2023-05-13,User_832,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02442,2025-10-20,User_12,40,Color,3,120,1.5,150.0,30.0,180.0,UPI,Completed
TOK02443,2025-02-03,User_84,39,Black & White,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK02444,2023-10-03,User_549,29,Black & White,1,29,1.5,36.25,7.25,43.5,UPI,Completed
TOK02445,2025-09-03,User_928,42,Black & White,3,126,1.5,157.5,31.5,189.0,UPI,Completed
TOK02446,2024-01-17,User_701,32,Color,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK02447,2024-06-10,User_591,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK02448,2025-01-25,User_320,6,Color,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02449,2024-09-12,User_353,35,Color,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK02450,2025-02-10,User_119,24,Black & White,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02451,2025-03-15,User_141,17,Black & White,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK02452,2024-08-06,User_33,28,Black & White,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK02453,2024-07-26,User_150,40,Black & White,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK02454,2024-11-13,User_181,21,Black & White,3,63,1.5,78.75,15.75,94.5,UPI,Completed
TOK02455,2023-01-30,User_17,50,Black & White,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK02456,2025-08-09,User_867,21,Black & White,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK02457,2024-08-27,User_899,33,Black & White,1,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK02458,2025-03-08,User_322,29,Black & White,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK02459,2025-10-05,User_476,6,Color,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK02460,2023-11-28,User_746,23,Color,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK02461,2025-09-11,User_1058,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK02462,2023-05-23,User_976,28,Black & White,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK02463,2025-06-11,User_274,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK02464,2024-11-20,User_293,38,Black & White,1,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK02465,2024-08-17,User_30,12,Black & White,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK02466,2024-01-20,User_122,46,Color,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK02467,2023-03-08,User_270,36,Color,3,108,1.5,135.0,27.0,162.0,UPI,Completed
TOK02468,2023-05-29,User_798,25,Color,1,25,1.5,31.25,6.25,37.5,UPI,Completed
TOK02469,2024-01-26,User_629,47,Black & White,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK02470,2023-02-08,User_93,50,Black & White,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK02471,2025-12-10,User_254,37,Black & White,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK02472,2024-03-23,User_977,32,Black & White,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK02473,2023-09-16,User_837,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK02474,2025-03-26,User_4,21,Black & White,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK02475,2025-05-26,User_411,47,Black & White,1,47,1.5,58.75,11.75,70.5,UPI,Completed
TOK02476,2025-07-17,User_486,18,Color,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK02477,2024-05-25,User_575,38,Black & White,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK02478,2023-04-28,User_927,2,Black & White,2,4,1.5,5.0,1.0,6.0,UPI,Completed
TOK02479,2025-11-23,User_239,21,Color,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK02480,2023-08-13,User_236,24,Color,3,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK02481,2025-07-19,User_448,9,Color,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK02482,2023-11-08,User_816,8,Black & White,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK02483,2023-01-19,User_449,7,Color,3,21,1.5,26.25,5.25,31.5,UPI,Completed
